"Gellish";"English";"Version:";"9.0";"25-okt-16";"Base Ontology";"Taxonomic Dictionary of Formal English: Upper ontology section (core)";;;;;;;;;;;;;;;;;;;;;;
0;69;54;71;16;5;43;44;2;101;1;60;3;45;15;201;65;4;66;7;14;50;68;8;67;9;10;12;13
730;910036;"English";589830;"Gellish alternative";491285;"statement";;5737;"is by definition quantified on scale as";1026793;6066;"is a base phrase for";;5737;"by definition equality between a magnitude of an aspect and a number on a scale";;;;;"e.g. a 'mass of 3000 g' is by definition quantified by 3 on scale kg (the quantification is classified as kg).";1045;"facts about kinds of relations";"accepted";;"23-jun-10";"23-jun-10";"Andries van Renssen";"Andries van Renssen"
731;910036;"English";589830;"Gellish alternative";491285;"statement";;5737;"has by definition as scale value";1026794;6066;"is a base phrase for";;5737;"by definition equality between a magnitude of an aspect and a number on a scale";;;;;"e.g. a 'mass of 3000 g' has by definition as scale value 3 (on a kg scale).";1045;"facts about kinds of relations";"accepted";;"23-jun-10";"23-jun-10";"Andries van Renssen";"Andries van Renssen"
732;910036;"English";492014;"Gellish";491285;"statement";;5737;"is by definition a scale value equal to the mangnitude of";1026795;1986;"is an inverse phrase for";;5737;"by definition equality between a magnitude of an aspect and a number on a scale";;;;;"e.g. 3 is by definition a value for a 'mass of 3000 g' (on a kg scale).";1045;"facts about conceptual relations";"accepted";;"23-jun-10";"23-jun-10";"Andries van Renssen";"Andries van Renssen"
6339;910036;"English";589830;"Gellish alternative";491285;"statement";;5737;"has by definition on scale a value equal to";1028697;6066;"is a base phrase for";;5737;"by definition equality between a magnitude of an aspect and a number on a scale";;;;;"e.g. a 'mass of 3000 g' (or some qualitative intrinsic aspect) has by definition on scale a value equal to 3 (on a kg scale).";1045;"facts about kinds of relations";"accepted";;"17-mei-15";"17-mei-15";"Andries van Renssen";"Andries van Renssen"
8146;910036;"English";193259;"ontology";491285;"statement";;5737;"by definition equality between a magnitude of an aspect and a number on a scale";1028528;1146;"is a kind of";;5736;"by definition existing relation between members of specified kinds";"that specifies that a (possessed) aspect of a specified kind has by definition a magnitude that is equal to a specified value on some scale. For example: 6 mm <is by definition quantified on scale as equal to> 6 (on scale mm).";"is a by definition existing relation between members of specified kinds that specifies that a (possessed) aspect of a specified kind has by definition a magnitude that is equal to a specified value on some scale. For example: 6 mm <is by definition quantified on scale as equal to> 6 (on scale mm).";;;;1045;"facts about kinds of relations";"accepted";;"13-dec-14";"13-dec-14";"Andries van Renssen";"Andries van Renssen"
733;910036;"English";193259;"ontology";491285;"statement";;5738;"conceptual being defined as being intrinsic for a kind";1026798;1146;"is a kind of";;5282;"conceptual requirement for a possession of an intrinsic aspect";"that specifies that an intrinsic aspect of the specified kind is by definition possessed by a possessor object of the specified kind. However not every object of the specified kind possesses by definition such an intrinsic aspect. In other words, this relation defines an intrinsic aspect, but not necessarily defines a possessor object; (the value of) the intrinsic aspect may be unqualified.";;;;;1045;"facts about conceptual relations";"accepted";;"23-jun-10";"12-okt-11";"Andries van Renssen";"Andries van Renssen"
734;910036;"English";492014;"Gellish";491285;"statement";;5738;"has by definition as possible intrinsic aspect a";1026799;6066;"is a base phrase for";;5738;"conceptual being defined as being intrinsic for a kind";;;;;;1045;"facts about kinds of relations";"accepted";;"23-jun-10";"8-jun-12";"Andries van Renssen";"Andries van Renssen"
735;910036;"English";492014;"Gellish";491285;"statement";;5738;"is by definition an intrinsic aspect of a";1026800;1986;"is an inverse phrase for";;5738;"conceptual being defined as being intrinsic for a kind";;;;;;1045;"facts about conceptual relations";"accepted";;"23-jun-10";"12-okt-11";"Andries van Renssen";"Andries van Renssen"
736;910036;"English";193259;"ontology";491285;"statement";;5740;"performer of";1026812;1146;"is a kind of";;4823;"individual relator";"that is a role of a person or organization as performer of an activity on a physical object.";;;;;1049;"facts about concepts";"accepted";;"1-jul-10";"1-jul-10";"Andries van Renssen";"Andries van Renssen"
737;910036;"English";193259;"ontology";491285;"statement";;5741;"performed by";1026813;1146;"is a kind of";;5479;"counterpart";"that is a role of a physical object as being subjected to an activity.";;;;;1049;"facts about concepts";"accepted";;"1-jul-10";"1-jul-10";"Andries van Renssen";"Andries van Renssen"
343;910036;"English";193259;"ontology";491285;"statement";1,1;5754;"relation between physical objects";1026863;5944;"has by definition as first role a";1,1;5755;"relator physical object";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"23-sep-10";"23-sep-10";"Andries van Renssen";"Andries van Renssen"
344;910036;"English";193259;"ontology";491285;"statement";1,1;5754;"relation between physical objects";1026864;5945;"has by definition as second role a";1,1;5756;"related physical object";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"23-sep-10";"23-sep-10";"Andries van Renssen";"Andries van Renssen"
342;910036;"English";193259;"ontology";491285;"statement";;5754;"relation between physical objects";1026862;1146;"is a kind of";;4658;"binary relation between individual things";"that indicates that the relator physical object is related  to the related physical object.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"23-sep-10";"2-sep-13";"Andries van Renssen";"Andries van Renssen"
738;910036;"English";193259;"ontology";491285;"statement";;5755;"relator physical object";1026865;1146;"is a kind of";;4823;"individual relator";"that specifies the physical object that relates to a related physical object.";;;;;1049;"facts about concepts";"accepted";;"23-sep-10";"23-sep-10";"Andries van Renssen";"Andries van Renssen"
739;910036;"English";193259;"ontology";491285;"statement";;5756;"related physical object";1026866;1146;"is a kind of";;4821;"related individual thing";"that specifies the physical object that is related to a relator physical object.";;;;;1049;"facts about concepts";"accepted";;"23-sep-10";"23-sep-10";"Andries van Renssen";"Andries van Renssen"
394;910036;"English";193259;"ontology";491285;"statement";1,1;5786;"quantification of an aspect on a scale";1003999;5944;"has by definition as first role a";1,1;4353;"quantified characteristic";;;;;;1045;"facts about conceptual relations";"accepted";;"3-sep-99";"21-nov-14";"Andries van Renssen";"ISO 10303-221:2002"
395;910036;"English";193259;"ontology";491285;"statement";1,1;5786;"quantification of an aspect on a scale";1004003;5945;"has by definition as second role a";1,1;4354;"quantifying scale value";;;;;;1045;"facts about conceptual relations";"accepted";;"3-sep-99";"21-nov-14";"Andries van Renssen";"ISO 10303-221:2002"
393;910036;"English";193259;"ontology";491285;"statement";;5786;"quantification of an aspect on a scale";1027020;1146;"is a kind of";;2044;"quantification of an aspect by a mathematical space";"that specifies that an aspect has a particular numeric value or range on a particular scale that will also be specified.";;;;;1049;"facts about concepts";"accepted";;"3-feb-11";"3-feb-11";"Andries van Renssen";"Andries van Renssen"
740;910036;"English";193259;"ontology";491285;"statement";;5807;"conceptual organization relation of an individual thing";1027138;1146;"is a kind of";;1261;"conceptual composition relation of an individual thing";"that indicates that individual things of a specified kind are parts that can play a particular role in whole individual things of a specified kind within cardinality constraints.";;;;;1045;"facts about conceptual relations";"accepted";;"27-apr-11";"27-apr-11";"Andries van Renssen";"Andries van Renssen"
741;910036;"English";193259;"ontology";491285;"statement";;5814;"relation between states";1027177;1146;"is a kind of";;4658;"binary relation between individual things";"that specifies that the relator state is related to the specified other state.";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"6-sep-11";"2-sep-13";"Andries van Renssen";"Andries van Renssen"
744;910036;"English";193259;"ontology";491285;"statement";1,1;5815;"temporal sequence of states";1028207;5944;"has by definition as first role a";1,1;6006;"temporal predecessor";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"19-dec-13";"19-dec-13";"Andries van Renssen";"Andries van Renssen"
745;910036;"English";193259;"ontology";491285;"statement";1,1;5815;"temporal sequence of states";1028208;5945;"has by definition as second role a";1,1;6007;"temporal successor";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"19-dec-13";"19-dec-13";"Andries van Renssen";"Andries van Renssen"
742;910036;"English";193259;"ontology";491285;"statement";;5815;"temporal sequence of states";1027178;1146;"is a kind of";;5814;"relation between states";"that specifies that the predecessor state is followed by the successor state with the constraint that the temporal successor state may not be the same state as the temporal predecessor state (a state cannot really occur twice).";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"6-sep-11";"6-sep-11";"Andries van Renssen";"Andries van Renssen"
743;910036;"English";193259;"ontology";491285;"statement";;5815;"temporal sequence of states";1027418;1146;"is a kind of";;5332;"sequency relation";"that specifies that the predecessor state is followed by the successor state with the constraint that the temporal successor state may not be the same state as the temporal predecessor state (a state cannot really occur twice).";;;;;1047;"facts about conceptual relations between individual things";"accepted";;"31-jul-12";"31-jul-12";"Andries van Renssen";"Andries van Renssen"
746;910036;"English";492014;"Gellish";491285;"statement";;5815;"is a successor in time of";1004265;1986;"is an inverse phrase for";;5815;"temporal sequence of states";;;;;;1047;"facts about conceptual relations between individual things";"accepted";;"6-okt-99";"2-dec-13";"Andries van Renssen";"ISO 10303-221:2002"
747;910036;"English";492014;"Gellish";491285;"statement";;5815;"is a predecessor in time of";1026373;6066;"is a base phrase for";;5815;"temporal sequence of states";;;;;;1047;"facts about kinds of relations between individual things";"accepted";;"19-mei-08";"2-dec-13";"Andries van Renssen";"Andries van Renssen"
748;910036;"English";193259;"ontology";491285;"statement";;5817;"by definition being an intrinsic aspect";1027185;1146;"is a kind of";;5343;"by definition being a role of an individual thing";"that specifies that an intrinsic aspect of the specified kind is by definition a role of an aspect of the specified kind. It means that the aspect is intrinsically possessed by an object.";;;;;1045;"facts about conceptual relations";"accepted";;"12-okt-11";"12-okt-11";"Andries van Renssen";"Andries van Renssen"
749;910036;"English";492014;"Gellish";491285;"statement";;5817;"is by definition an intrinsic";1027186;1986;"is an inverse phrase for";;5817;"by definition being an intrinsic aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"12-okt-11";"12-okt-11";"Andries van Renssen";"Andries van Renssen"
750;910036;"English";492014;"Gellish";491285;"statement";;5817;"can by definition be intrinsic as a";1027187;6066;"is a base phrase for";;5817;"by definition being an intrinsic aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"12-okt-11";"12-okt-11";"Andries van Renssen";"Andries van Renssen"
766;910036;"English";193259;"ontology";491285;"statement";;5848;"by definition being possessor of an intrinsic qualitative aspect";1027332;1146;"is a kind of";;5738;"conceptual being defined as being intrinsic for a kind";"that specifies that a possessor object of the specified kind is by definition possessor of a intrinsic qualitative aspect of the specified kind. Typically a standard type of object that has a specified kind of aspect with a standardized value. For example an M6 bolt has by definition an 'M6 shaft diameter'. In another expression, the size of that shaft diameter is subsequently defined as 6 on a scale mm or as a value from a list or range of allowed values.";"is a conceptual being defined as being intrinsic for a kind that specifies that a possessor object of the specified kind is by definition possessor of a intrinsic qualitative aspect of the specified kind. Typically a standard type of object that has a specified kind of aspect with a standardized value. For example an M6 bolt has by definition an 'M6 shaft diameter'. In another expression, the size of that shaft diameter is subsequently defined as 6 on a scale mm or as a value from a list or range of allowed values.";;;;1045;"facts about conceptual relations";"accepted";;"8-jun-12";"6-nov-14";"Andries van Renssen";"Andries van Renssen"
767;910036;"English";492014;"Gellish";491285;"statement";;5848;"has by definition as intrinsic qualitative aspect a";1027333;6066;"is a base phrase for";;5848;"by definition being possessor of an intrinsic qualitative aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"8-jun-12";"8-jun-12";"Andries van Renssen";"Andries van Renssen"
768;910036;"English";492014;"Gellish";491285;"statement";;5848;"is by definition an intrinsic qualitative aspect of a";1027334;1986;"is an inverse phrase for";;5848;"by definition being possessor of an intrinsic qualitative aspect";;;;;;1045;"facts about conceptual relations";"accepted";;"8-jun-12";"8-jun-12";"Andries van Renssen";"Andries van Renssen"
52;910036;"English";193259;"ontology";491285;"statement";0,1;5871;"assembled part";1001426;5343;"is by definition a role of a";1,1;730044;"physical object";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"11-mrt-99";"10-okt-12";"Andries van Renssen";"ISO 10303-221:2002"
51;910036;"English";193259;"ontology";491285;"statement";;5871;"assembled part";1027448;1146;"is a kind of";;3824;"part";"of a whole assembled physical object in which the part is assembled in the whole.";;;;;553310;"facts about kinds of roles";"accepted";;"10-okt-12";"10-okt-12";"Andries van Renssen";"Andries van Renssen"
37;910036;"English";193259;"ontology";491285;"statement";;5872;"plural physical object";1027454;1146;"is a kind of";;730044;"physical object";"that is a plurality of physical objects.";;;;;1049;"facts about concepts";"accepted";;"10-okt-12";"10-okt-12";"Andries van Renssen";"Andries van Renssen"
38;910036;"English";193259;"ontology";491285;"statement";;5872;"plural physical object";1027455;1146;"is a kind of";;2849;"plural object";"that is a plurality of physical objects.";;;;;1049;"facts about concepts";"accepted";;"10-okt-12";"10-okt-12";"Andries van Renssen";"Andries van Renssen"
776;910036;"English";193259;"ontology";491285;"statement";;5912;"antisymmetric relation";1027713;1146;"is a kind of";;5935;"binary relation";"of which the related objects cannot exchange roles without a change of meaning. In other words if the pair (x,y) is related by a relation of antisymmetric relation type R";"is a binary relation of which the related objects cannot exchange roles without a change of meaning. In other words if the pair (x,y) is related by a relation of antisymmetric relation type R, a parent-child relation may be stated to be an antisymmetric relation type. Then a reasoner that is given that John is a child of Peter can deduce that Peter is not a child of John.";;;;1045;"facts about conceptual relations";"accepted";;"8-jan-13";"8-jan-13";"Andries van Renssen";"Andries van Renssen"
777;910036;"English";193259;"ontology";491285;"statement";;5913;"intransitive relation";1027716;1146;"is a kind of";;5935;"binary relation";"that is not applicable to objects that are related to the related object by the same relation type. In other words if the pair (x,y) is related by a relation of the intransitive relation type R";"is a binary relation that is not applicable to objects that are related to the related object by the same relation type. In other words if the pair (x,y) is related by a relation of the intransitive relation type R, and the pair (y,z) is related by a relation of the same intransitive relation type R, then the pair (x,z) is not assumed to be related by a relation of the same intransitive relation type R. For example, if 'is classified as a' is stated to be intransitive, and if Sara is classified as a woman (i.e., (Sara,woman) are related by a relation of type 'is classified as a') and woman is classified as a class (i.e., (woman,class) are related by a relation of type 'is classified as a'), then a reasoner can deduce that Sara is not classified as a class (i.e., (Sara,class) are not related by a relation of type 'is classified as a').";;;;1045;"facts about conceptual relations";"accepted";;"8-jan-13";"8-jan-13";"Andries van Renssen";"Andries van Renssen"
7684;910036;"English";193587;"presentation";491285;"statement";;5933;"called";1027840;1146;"is a kind of";;4684;"described";"that indicates an object that is denoted by a name by which it is widely known or spoken to or of.";"is a described that indicates an object that is denoted by a name by which it is widely known or spoken to or of.";;;;1049;"facts about concepts";"accepted";;"15-jul-13";"15-jul-13";"Andries van Renssen";"Andries van Renssen"
94;910036;"English";193259;"ontology";491285;"statement";1,1;5935;"binary relation";1006209;5944;"has by definition as first role a";1,1;4729;"relator";;;;;;1045;"facts about conceptual relations";"accepted";;"18-okt-01";"18-jul-13";"Andries van Renssen";"Roel Murris"
95;910036;"English";193259;"ontology";491285;"statement";1,1;5935;"binary relation";1006700;5945;"has by definition as second role a";1,1;4824;"related";;;;;;1045;"facts about conceptual relations";"accepted";;"18-okt-01";"18-jul-13";"Andries van Renssen";"Roel Murris"
93;910036;"English";193259;"ontology";491285;"statement";;5935;"binary relation";1027847;1146;"is a kind of";;2850;"relation";"that specifies that two things are related.";;;;;1045;"facts about conceptual relations";"accepted";;"18-jul-13";"18-jul-13";"Andries van Renssen";"Andries van Renssen"
501;910036;"English";193259;"ontology";491285;"statement";;5936;"higher order or variable order relation";1027851;1146;"is a kind of";;2850;"relation";"that specifies that in principle more than two things are related. The number of related thingsmay vary over time. Occasionally or temporary their may be even one or two things recorded as being involved in the relation.";;;;;1045;"facts about conceptual relations";"accepted";;"18-jul-13";"18-jul-13";"Andries van Renssen";"Andries van Renssen"
504;910036;"English";193259;"ontology";491285;"statement";;5937;"binary relation between kinds of things";1027853;1146;"is a kind of";;4718;"relation between kinds of things";"that relates two kinds of things.";;;;;1045;"facts about conceptual relations";"accepted";;"18-jul-13";"18-jul-13";"Andries van Renssen";"Andries van Renssen"
505;910036;"English";193259;"ontology";491285;"statement";;5937;"binary relation between kinds of things";1027854;1146;"is a kind of";;5935;"binary relation";"that relates two kinds of things. A related kind can be either a conceptual or a qualitative (including quantitative) kind.";;;;;1045;"facts about conceptual relations";"accepted";;"18-jul-13";"18-jul-13";"Andries van Renssen";"Andries van Renssen"
89;910036;"English";193259;"ontology";491285;"statement";0,1;5954;"first role in a relation";1027931;5343;"is by definition a role of a";1,1;730000;"anything";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
86;910036;"English";193259;"ontology";491285;"statement";;5954;"first role in a relation";1027929;1146;"is a kind of";;160170;"role";"that is the first one in a defined sequence. Typically a sequence in a correlation or an expression.";;;;;553310;"facts about kinds of roles";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
90;910036;"English";193259;"ontology";491285;"statement";0,1;5955;"second role in a relation";1027932;5343;"is by definition a role of a";1,1;730000;"anything";;;;;;1051;"facts about kinds of roles in relations";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
87;910036;"English";193259;"ontology";491285;"statement";;5955;"second role in a relation";1027930;1146;"is a kind of";;160170;"role";"that is the second one in a defined sequence of roles. Typically a sequence in a correlation or an expression.";;;;;553310;"facts about kinds of roles";"accepted";;"6-aug-13";"6-aug-13";"Andries van Renssen";"Andries van Renssen"
330;910036;"English";193587;"presentation";491285;"statement";;5971;"something denoted by a code";1027983;1146;"is a kind of";;4551;"something denoted by an alias term";"that is a denotation by an alternative code for a base term. Typically a denotation by a number or character string or a concatenation of them, sometimes separated by dots or other separation characters.";"is a something denoted by an alias term that is a denotation by an alternative code for a base term. Typically a denotation by a number or character string or a concatenation of them, sometimes separated by dots or other separation characters.";;;;970267;"facts about kinds of information";"accepted";;"8-aug-13";"8-aug-13";"Andries van Renssen";"Andries van Renssen"
7830;910036;"English";193259;"ontology";491285;"statement";;5980;"being the same thing although represented by different identifiers";1028028;1146;"is a kind of";;5935;"binary relation";"that specifies that the player of the first role in a relation of this kind is the same thing as the player of the second role in that relation. Typically such a thing is represented by two different unique identifiers (UIDs) and may be denoted by the same or by different terms. Typically, in a later consolidation exercise the two UIDs should be replaced by a single UID.";"is a binary relation that specifies that the player of the first role in a relation of this kind is the same thing as the player of the second role in that relation. Typically such a thing is represented by two different unique identifiers (UIDs) and may be denoted by the same or by different terms. Typically, in a later consolidation exercise the two UIDs should be replaced by a single UID.";;;;1045;"facts about kinds of relations";"accepted";;"10-aug-13";"10-aug-13";"Andries van Renssen";"OWL"
7832;910036;"English";492014;"Gellish";491285;"statement";;5980;"has the same identity as";1028030;6066;"is a base phrase for";;5980;"being the same thing although represented by different identifiers";;;;;;1045;"facts about kinds of relations";"accepted";;"10-aug-13";"10-aug-13";"Andries van Renssen";"Andries van Renssen"
7831;910036;"English";492014;"Gellish";491285;"statement";;5980;"is the same thing as";1028029;1986;"is an inverse phrase for";;5980;"being the same thing although represented by different identifiers";;;;;;1045;"facts about kinds of relations";"accepted";;"10-aug-13";"10-aug-13";"Andries van Renssen";"Andries van Renssen"
186;910036;"English";193259;"ontology";491285;"statement";;5981;"classification relation";1028033;1146;"is a kind of";;5935;"binary relation";"that specifies that the classified thing is classified by the classifying concept in the relation. The classified thing can be either an individual thing or a kind of thing.";;;;;1045;"facts about conceptual relations";"accepted";;"12-aug-13";"12-aug-13";"Andries van Renssen";"RDF"
187;910036;"English";492014;"Gellish";491285;"statement";;5981;"is of type";1028282;6066;"is a base phrase for";;5981;"classification relation";;;;;;1048;"facts about kinds of relations between individual things and kinds";"accepted";;"14-apr-14";"14-apr-14";"Andries van Renssen";"Andries van Renssen"
188;910036;"English";492014;"Gellish";491285;"statement";;5981;"is type for";1028283;1986;"is an inverse phrase for";;5981;"classification relation";;;;;;1048;"facts about conceptual relations between individual things and classes";"accepted";;"14-apr-14";"14-apr-14";"Andries van Renssen";"Andries van Renssen"
788;910036;"English";193259;"ontology";491285;"statement";;6004;"relator state";1028180;1146;"is a kind of";;4823;"individual relator";"where the relator role is played by a state.";;;;;1049;"facts about concepts";"accepted";;"2-dec-13";"2-dec-13";"Andries van Renssen";"Andries van Renssen"
789;910036;"English";193259;"ontology";491285;"statement";;6005;"related state";1028181;1146;"is a kind of";;4821;"related individual thing";"where the related role is played by a state.";;;;;1049;"facts about concepts";"accepted";;"2-dec-13";"2-dec-13";"Andries van Renssen";"Andries van Renssen"
790;910036;"English";193259;"ontology";491285;"statement";;6006;"temporal predecessor";1028182;1146;"is a kind of";;6004;"relator state";"that specifies the state that ends before the successor state begins.";;;;;1049;"facts about concepts";"accepted";;"2-dec-13";"2-dec-13";"Andries van Renssen";"Andries van Renssen"
791;910036;"English";193259;"ontology";491285;"statement";;6007;"temporal successor";1028183;1146;"is a kind of";;6005;"related state";"that specifies the state that begins after the predecessor state ends.";;;;;1049;"facts about concepts";"accepted";;"2-dec-13";"2-dec-13";"Andries van Renssen";"Andries van Renssen"
7981;910036;"English";192696;"business";491285;"statement";;6020;"start period";1028263;1146;"is a kind of";;5475;"time frame for playing a particular role";"that indicates the period within which the period of existence of something starts.";;;;;553310;"facts about kinds of roles";"accepted";;26 mrt 14;26 mrt 14;"Andries van Renssen";"Andries van Renssen"
792;910036;"English";193259;"ontology";491285;"statement";;6021;"totality or role of a totality";1028265;1146;"is a kind of";;730067;"individual thing";"that is either whole individual thing or one that is referred via its role. Note: this concept is required to enable expressions that relate roles of physical objects to express facts about the role players.";;;;;1049;"facts about concepts";"accepted";;"26-mrt-14";"26-mrt-14";"Andries van Renssen";"Andries van Renssen"
793;910036;"English";193259;"ontology";491285;"statement";;6024;"conceptual requirement for being a role of an individual thing";1028293;1146;"is a kind of";;4714;"conceptual playing of a role by an individual thing";"that specifies that an individual thing of the specified kind shall be a role of a thing of the other specified kind.";;;;;1045;"facts about conceptual relations";"accepted";;"15-apr-14";"15-apr-14";"Andries van Renssen";"Andries van Renssen"
794;910036;"English";492014;"Gellish";491285;"statement";;6024;"shall be a role of a";1028294;1986;"is an inverse phrase for";;6024;"conceptual requirement for being a role of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"15-apr-14";"15-apr-14";"Andries van Renssen";"Andries van Renssen"
795;910036;"English";492014;"Gellish";491285;"statement";;6024;"shall have a possible role as a";1028295;6066;"is a base phrase for";;6024;"conceptual requirement for being a role of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"15-apr-14";"15-apr-14";"Andries van Renssen";"Andries van Renssen"
796;910036;"English";589830;"Gellish alternative";491285;"statement";;6024;"shall be played by a";1028298;1986;"is an inverse phrase for";;6024;"conceptual requirement for being a role of an individual thing";;;;;;1045;"facts about conceptual relations";"accepted";;"15-apr-14";"15-apr-14";"Andries van Renssen";"Andries van Renssen"
797;910036;"English";589830;"Gellish alternative";491285;"statement";;6024;"shall play a role as a";1028299;6066;"is a base phrase for";;6024;"conceptual requirement for being a role of an individual thing";;;;;;1045;"facts about kinds of relations";"accepted";;"15-apr-14";"15-apr-14";"Andries van Renssen";"Andries van Renssen"
799;910036;"English";193259;"ontology";491285;"statement";1,1;6029;"information provision relation";1028322;5944;"has by definition as first role a";1,1;6030;"providing information";;;;;;1045;"facts about conceptual relations";"accepted";;"22-mei-14";"22-mei-14";"Andries van Renssen";"Andries van Renssen"
798;910036;"English";193259;"ontology";491285;"statement";;6029;"information provision relation";1028321;1146;"is a kind of";;5935;"binary relation";"that specifies that a piece of qualitative information is about a specified something. The qualitative information has its own identifier (UID) and name and its content is descibed by a separate qualitative subtyping relation of that qualitative information. Note that the qualitative information is the classifier of one or more individual information aspects of individual physical texts or sounds that are recorded on a carrier each with an individual information aspect. The physical expressions and the information aspects have their own other identifiers (UIDs).";;;;;1045;"facts about conceptual relations";"accepted";;"22-mei-14";"4-aug-14";"Andries van Renssen";"Andries van Renssen"
800;910036;"English";193259;"ontology";491285;"statement";;6030;"providing information";1028323;1146;"is a kind of";;4729;"relator";"as qualitative information that is providing information.";;;;;1049;"facts about concepts";"accepted";;"22-mei-14";"22-mei-14";"Andries van Renssen";"Andries van Renssen"
801;910036;"English";193587;"presentation";491285;"statement";;6066;"base phrase for a term for a kind of relation";1028644;1146;"is a kind of";;1981;"synonym for a term for something";"that specifies that a base phrase is a denotation for a kind of relation whereas the phrase has a reading direction that implies that in English the first role player precedes the phrase and the second role player follows the phrase. Typically specified within a particular language community. The phrase is an alternative for a name of a kind of relation that is neutral for a reading direction.";;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"6-jan-16";"Andries van Renssen";"Andries van Renssen"
802;910036;"English";193587;"presentation";491285;"statement";;6066;"base phrase for a term for a kind of relation";1028645;5944;"has by definition as first role a";;6067;"base phrase";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
803;910036;"English";492014;"Gellish";491285;"statement";;6066;"is a base phrase for";1028646;6066;"is a base phrase for";;6066;"base phrase for a term for a kind of relation";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
804;910036;"English";492014;"Gellish";491285;"statement";;6066;"has as a base phrase";1028648;1986;"is an inverse phrase for";;6066;"base phrase for a term for a kind of relation";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
805;910036;"English";193587;"presentation";491285;"statement";;6067;"base phrase";1028650;1146;"is a kind of";;5605;"something denoted by a synonym";"that is a phrase for denoting a kind of relation whereas the phrase has a reading direction that implies in English that the first role player precedes the phrase and the second role player follows the phrase.";;;;;553310;"facts about kinds of roles";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
806;910036;"English";193259;"ontology";491285;"statement";;6068;"binary relation between an individual thing and anything else";1028655;1146;"is a kind of";;5935;"binary relation";"that specifies that an individual thing is related to something else, whereby the related thing can be either another individual thing or a kind of thing.";"is a binary relation that specifies that an individual thing is related to something else, whereby the related thing can be either another individual thing or a kind of thing.";;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
807;910036;"English";492014;"Gellish";491285;"statement";;6068;"is related to (a)";1028656;6066;"is a base phrase for";;6068;"binary relation between an individual thing and anything else";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
808;910036;"English";492014;"Gellish";491285;"statement";;6068;"can be or is related with";1028657;1986;"is an inverse phrase for";;6068;"binary relation between an individual thing and anything else";;;;;;1045;"facts about kinds of relations";"accepted";;"13-mrt-15";"13-mrt-15";"Andries van Renssen";"Andries van Renssen"
809;910036;"English";193259;"ontology";491285;"statement";;6149;"by definition being possessor of an intrinsic aspect";1029086;1146;"is a kind of";;5282;"conceptual requirement for a possession of an intrinsic aspect";"that specifies that an object of a specified kind possesses by definition an intrinsic aspect of a specified kind. This relation defines a possessor object. Typically (the value of) the intrinsic aspect will be qualified.";;;;;1045;"facts about kinds of relations";"accepted";;"26-feb-16";"26-feb-16";"Andries van Renssen";"Andries van Renssen"
811;910036;"English";492014;"Gellish";491285;"statement";;6149;"has by definition as intrinsic aspect a";1029087;6066;"is a base phrase for";;6149;"by definition being possessor of an intrinsic aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"26-feb-16";"26-feb-16";"Andries van Renssen";"Andries van Renssen"
812;910036;"English";492014;"Gellish";491285;"statement";;6149;"is by definition a possible intrinsic aspect of a";1029088;1986;"is an inverse phrase for";;6149;"by definition being possessor of an intrinsic aspect";;;;;;1045;"facts about kinds of relations";"accepted";;"26-feb-16";"26-feb-16";"Andries van Renssen";"Andries van Renssen"
85;910036;"English";193259;"ontology";491285;"statement";;160170;"role";1002539;1146;"is a kind of";;790229;"aspect";"of something by being that which is played in a relation between things.";;;;;553310;"facts about kinds of roles";"accepted";;"11-mrt-99";"18-jul-03";"Andries van Renssen";"ISO 10303-221:2002"
